Fiscal Year,Region,Gender,Race/Ethnicity,Age Group,Children in Adoption Placements
2014,5-Beaumont,Male,Unknown,Birth to Five Years Old,1
2014,6-Houston,Female,African American,Birth to Five Years Old,142
2014,6-Houston,Female,African American,Six to Twelve Years Old,67
2014,6-Houston,Female,African American,Thirteen to Seventeen Years Old,15
2014,6-Houston,Female,Anglo,Birth to Five Years Old,75
2014,6-Houston,Female,Anglo,Six to Twelve Years Old,45
2014,6-Houston,Female,Anglo,Thirteen to Seventeen Years Old,14
2014,6-Houston,Female,Hispanic,Birth to Five Years Old,78
2014,6-Houston,Female,Hispanic,Six to Twelve Years Old,42
2014,6-Houston,Female,Hispanic,Thirteen to Seventeen Years Old,13
2014,6-Houston,Female,Other,Birth to Five Years Old,16
2014,6-Houston,Female,Other,Six to Twelve Years Old,5
2014,6-Houston,Female,Unknown,Birth to Five Years Old,4
2014,6-Houston,Male,African American,Birth to Five Years Old,134
2014,6-Houston,Male,African American,Six to Twelve Years Old,83
2014,6-Houston,Male,African American,Thirteen to Seventeen Years Old,17
2014,6-Houston,Male,African American,,1
2014,6-Houston,Male,Anglo,Birth to Five Years Old,71
2014,6-Houston,Male,Anglo,Six to Twelve Years Old,40
2014,6-Houston,Male,Anglo,Thirteen to Seventeen Years Old,14
2014,6-Houston,Male,Asian,Six to Twelve Years Old,1
2014,6-Houston,Male,Hispanic,Birth to Five Years Old,71
2014,6-Houston,Male,Hispanic,Six to Twelve Years Old,42
2014,6-Houston,Male,Hispanic,Thirteen to Seventeen Years Old,10
2014,6-Houston,Male,Native American,Six to Twelve Years Old,1
2014,6-Houston,Male,Other,Birth to Five Years Old,25
2014,6-Houston,Male,Other,Six to Twelve Years Old,8
2014,6-Houston,Male,Unknown,Birth to Five Years Old,8
2014,7-Austin,Female,African American,Birth to Five Years Old,50
2014,7-Austin,Female,African American,Six to Twelve Years Old,18
2014,7-Austin,Female,African American,Thirteen to Seventeen Years Old,8
2014,7-Austin,Female,Anglo,Birth to Five Years Old,59
2014,7-Austin,Female,Anglo,Six to Twelve Years Old,29
2014,7-Austin,Female,Anglo,Thirteen to Seventeen Years Old,9
2014,7-Austin,Female,Hispanic,Birth to Five Years Old,70
2014,7-Austin,Female,Hispanic,Six to Twelve Years Old,42
2014,7-Austin,Female,Hispanic,Thirteen to Seventeen Years Old,16
2014,7-Austin,Female,Other,Birth to Five Years Old,15
2014,7-Austin,Female,Other,Six to Twelve Years Old,7
2014,7-Austin,Female,Other,Thirteen to Seventeen Years Old,1
2014,7-Austin,Female,Unknown,Birth to Five Years Old,3
2014,7-Austin,Male,African American,Birth to Five Years Old,46
2014,7-Austin,Male,African American,Six to Twelve Years Old,17
2014,7-Austin,Male,African American,Thirteen to Seventeen Years Old,11
2014,7-Austin,Male,Anglo,Birth to Five Years Old,63
2014,7-Austin,Male,Anglo,Six to Twelve Years Old,28
2014,7-Austin,Male,Anglo,Thirteen to Seventeen Years Old,14
2014,7-Austin,Male,Hispanic,Birth to Five Years Old,73
2014,7-Austin,Male,Hispanic,Six to Twelve Years Old,46
2014,7-Austin,Male,Hispanic,Thirteen to Seventeen Years Old,11
2014,7-Austin,Male,Other,Birth to Five Years Old,23
2014,7-Austin,Male,Other,Six to Twelve Years Old,5
2014,7-Austin,Male,Other,Thirteen to Seventeen Years Old,1
2014,7-Austin,Male,Unknown,Birth to Five Years Old,3
2014,7-Austin,Male,Unknown,Six to Twelve Years Old,1
2014,8-San Antonio,Female,African American,Birth to Five Years Old,24
2014,8-San Antonio,Female,African American,Six to Twelve Years Old,20
2014,8-San Antonio,Female,African American,Thirteen to Seventeen Years Old,3
2014,8-San Antonio,Female,Anglo,Birth to Five Years Old,38
2014,8-San Antonio,Female,Anglo,Six to Twelve Years Old,26
2014,8-San Antonio,Female,Anglo,Thirteen to Seventeen Years Old,8
2014,8-San Antonio,Female,Asian,Birth to Five Years Old,1
2014,8-San Antonio,Female,Hispanic,Birth to Five Years Old,294
2014,8-San Antonio,Female,Hispanic,Six to Twelve Years Old,198
2014,8-San Antonio,Female,Hispanic,Thirteen to Seventeen Years Old,46
2014,8-San Antonio,Female,Hispanic,,2
2014,8-San Antonio,Female,Other,Birth to Five Years Old,8
2014,8-San Antonio,Female,Other,Six to Twelve Years Old,2
2014,8-San Antonio,Female,Unknown,Birth to Five Years Old,7
2014,8-San Antonio,Female,Unknown,Six to Twelve Years Old,4
2014,8-San Antonio,Male,African American,Birth to Five Years Old,37
2014,8-San Antonio,Male,African American,Six to Twelve Years Old,22
2014,8-San Antonio,Male,African American,Thirteen to Seventeen Years Old,5
2014,8-San Antonio,Male,African American,,1
2014,8-San Antonio,Male,Anglo,Birth to Five Years Old,48
2014,8-San Antonio,Male,Anglo,Six to Twelve Years Old,37
2014,8-San Antonio,Male,Anglo,Thirteen to Seventeen Years Old,10
2014,8-San Antonio,Male,Hispanic,Birth to Five Years Old,275
2014,8-San Antonio,Male,Hispanic,Six to Twelve Years Old,180
2014,8-San Antonio,Male,Hispanic,Thirteen to Seventeen Years Old,43
2014,8-San Antonio,Male,Other,Birth to Five Years Old,1
2014,8-San Antonio,Male,Other,Six to Twelve Years Old,5
2014,8-San Antonio,Male,Other,Thirteen to Seventeen Years Old,1
2014,8-San Antonio,Male,Unknown,Birth to Five Years Old,6
2014,8-San Antonio,Male,Unknown,Six to Twelve Years Old,2
2014,9-Midland,Female,African American,Birth to Five Years Old,3
2014,9-Midland,Female,African American,Six to Twelve Years Old,2
2014,9-Midland,Female,Anglo,Birth to Five Years Old,14
2014,9-Midland,Female,Anglo,Six to Twelve Years Old,4
2014,9-Midland,Female,Anglo,Thirteen to Seventeen Years Old,5
2014,9-Midland,Female,Hispanic,Birth to Five Years Old,25
2014,9-Midland,Female,Hispanic,Six to Twelve Years Old,21
2014,9-Midland,Female,Hispanic,Thirteen to Seventeen Years Old,4
2014,9-Midland,Female,Other,Birth to Five Years Old,4
2014,9-Midland,Female,Other,Six to Twelve Years Old,3
2014,9-Midland,Female,Unknown,Birth to Five Years Old,1
2014,9-Midland,Female,Unknown,Six to Twelve Years Old,1
2014,9-Midland,Male,African American,Birth to Five Years Old,6
2014,9-Midland,Male,African American,Six to Twelve Years Old,4
2014,9-Midland,Male,African American,Thirteen to Seventeen Years Old,1
2014,9-Midland,Male,Anglo,Birth to Five Years Old,23
2014,9-Midland,Male,Anglo,Six to Twelve Years Old,13
2014,9-Midland,Male,Anglo,Thirteen to Seventeen Years Old,4
2014,9-Midland,Male,Hispanic,Birth to Five Years Old,33
2014,9-Midland,Male,Hispanic,Six to Twelve Years Old,22
2014,9-Midland,Male,Hispanic,Thirteen to Seventeen Years Old,7
2014,9-Midland,Male,Other,Birth to Five Years Old,5
2014,9-Midland,Male,Other,Six to Twelve Years Old,3
2014,9-Midland,Male,Unknown,Birth to Five Years Old,1
2014,10-El Paso,Female,African American,Birth to Five Years Old,3
2014,10-El Paso,Female,African American,Six to Twelve Years Old,1
2014,10-El Paso,Female,Anglo,Birth to Five Years Old,2
2014,10-El Paso,Female,Anglo,Six to Twelve Years Old,1
2014,10-El Paso,Female,Asian,Birth to Five Years Old,1
2014,10-El Paso,Female,Hispanic,Birth to Five Years Old,21
2014,10-El Paso,Female,Hispanic,Six to Twelve Years Old,19
2014,10-El Paso,Female,Hispanic,Thirteen to Seventeen Years Old,9
2014,10-El Paso,Female,Other,Birth to Five Years Old,2
2014,10-El Paso,Male,African American,Birth to Five Years Old,5
2014,10-El Paso,Male,African American,Six to Twelve Years Old,1
2014,10-El Paso,Male,Anglo,Birth to Five Years Old,5
2014,10-El Paso,Male,Anglo,Six to Twelve Years Old,2
2014,10-El Paso,Male,Hispanic,Birth to Five Years Old,18
2014,10-El Paso,Male,Hispanic,Six to Twelve Years Old,18
2014,10-El Paso,Male,Hispanic,Thirteen to Seventeen Years Old,5
2014,10-El Paso,Male,Other,Birth to Five Years Old,1
2014,11-Edinburg,Female,African American,Thirteen to Seventeen Years Old,1
2014,11-Edinburg,Female,Anglo,Birth to Five Years Old,3
2014,11-Edinburg,Female,Anglo,Six to Twelve Years Old,2
2014,11-Edinburg,Female,Hispanic,Birth to Five Years Old,27
2014,11-Edinburg,Female,Hispanic,Six to Twelve Years Old,29
2014,11-Edinburg,Female,Hispanic,Thirteen to Seventeen Years Old,11
2014,11-Edinburg,Male,African American,Birth to Five Years Old,1
2014,11-Edinburg,Male,African American,Six to Twelve Years Old,1
2014,11-Edinburg,Male,African American,,1
2014,11-Edinburg,Male,Anglo,Birth to Five Years Old,6
2014,11-Edinburg,Male,Anglo,Six to Twelve Years Old,1
2014,11-Edinburg,Male,Hispanic,Birth to Five Years Old,34
2014,11-Edinburg,Male,Hispanic,Six to Twelve Years Old,24
2014,11-Edinburg,Male,Hispanic,Thirteen to Seventeen Years Old,11
2014,11-Edinburg,Male,Hispanic,,1
2014,11-Edinburg,Male,Unknown,Birth to Five Years Old,1
2014,Out of State,Male,Anglo,Birth to Five Years Old,1
2013,1-Lubbock,Female,African American,Birth to Five Years Old,10
2013,1-Lubbock,Female,African American,Six to Twelve Years Old,8
2013,1-Lubbock,Female,African American,Thirteen to Seventeen Years Old,2
2013,1-Lubbock,Female,Anglo,Birth to Five Years Old,15
2013,1-Lubbock,Female,Anglo,Six to Twelve Years Old,16
2013,1-Lubbock,Female,Anglo,Thirteen to Seventeen Years Old,8
2013,1-Lubbock,Female,Asian,Birth to Five Years Old,1
2013,1-Lubbock,Female,Hispanic,Birth to Five Years Old,38
2013,1-Lubbock,Female,Hispanic,Six to Twelve Years Old,33
2013,1-Lubbock,Female,Hispanic,Thirteen to Seventeen Years Old,14
2013,1-Lubbock,Female,Other,Birth to Five Years Old,2
2013,1-Lubbock,Female,Unknown,Birth to Five Years Old,2
2013,1-Lubbock,Male,African American,Birth to Five Years Old,9
2013,1-Lubbock,Male,African American,Six to Twelve Years Old,7
2013,1-Lubbock,Male,African American,Thirteen to Seventeen Years Old,2
2013,1-Lubbock,Male,Anglo,Birth to Five Years Old,26
2013,1-Lubbock,Male,Anglo,Six to Twelve Years Old,24
2013,1-Lubbock,Male,Anglo,Thirteen to Seventeen Years Old,6
2013,1-Lubbock,Male,Hispanic,Birth to Five Years Old,48
2013,1-Lubbock,Male,Hispanic,Six to Twelve Years Old,26
2013,1-Lubbock,Male,Hispanic,Thirteen to Seventeen Years Old,9
2013,1-Lubbock,Male,Native American,Thirteen to Seventeen Years Old,1
2013,1-Lubbock,Male,Other,Birth to Five Years Old,5
2013,1-Lubbock,Male,Other,Six to Twelve Years Old,1
2013,1-Lubbock,Male,Unknown,Six to Twelve Years Old,1
2013,2-Abilene,Female,African American,Birth to Five Years Old,3
2013,2-Abilene,Female,Anglo,Birth to Five Years Old,16
2013,2-Abilene,Female,Anglo,Six to Twelve Years Old,8
2013,2-Abilene,Female,Anglo,Thirteen to Seventeen Years Old,2
2013,2-Abilene,Female,Hispanic,Birth to Five Years Old,3
2013,2-Abilene,Female,Hispanic,Six to Twelve Years Old,7
2013,2-Abilene,Female,Hispanic,Thirteen to Seventeen Years Old,1
2013,2-Abilene,Female,Hispanic,,1
2013,2-Abilene,Female,Other,Birth to Five Years Old,1
2013,2-Abilene,Female,Other,Six to Twelve Years Old,1
2013,2-Abilene,Female,Other,Thirteen to Seventeen Years Old,1
2013,2-Abilene,Male,African American,Birth to Five Years Old,1
2013,2-Abilene,Male,Anglo,Birth to Five Years Old,26
2013,2-Abilene,Male,Anglo,Six to Twelve Years Old,8
2013,2-Abilene,Male,Anglo,Thirteen to Seventeen Years Old,2
2013,2-Abilene,Male,Hispanic,Birth to Five Years Old,19
2013,2-Abilene,Male,Hispanic,Six to Twelve Years Old,6
2013,2-Abilene,Male,Hispanic,Thirteen to Seventeen Years Old,1
2013,2-Abilene,Male,Other,Birth to Five Years Old,1
2013,2-Abilene,Male,Other,Thirteen to Seventeen Years Old,2
2013,2-Abilene,Male,Unknown,Birth to Five Years Old,2
2013,3-Arlington,Female,African American,Birth to Five Years Old,61
2013,3-Arlington,Female,African American,Six to Twelve Years Old,29
2013,3-Arlington,Female,African American,Thirteen to Seventeen Years Old,6
2013,3-Arlington,Female,Anglo,Birth to Five Years Old,98
2013,3-Arlington,Female,Anglo,Six to Twelve Years Old,57
2013,3-Arlington,Female,Anglo,Thirteen to Seventeen Years Old,16
2013,3-Arlington,Female,Asian,Birth to Five Years Old,1
2013,3-Arlington,Female,Hispanic,Birth to Five Years Old,61
2013,3-Arlington,Female,Hispanic,Six to Twelve Years Old,35
2013,3-Arlington,Female,Hispanic,Thirteen to Seventeen Years Old,12
2013,3-Arlington,Female,Hispanic,,1
2013,3-Arlington,Female,Native American,Six to Twelve Years Old,1
2013,3-Arlington,Female,Native American,Thirteen to Seventeen Years Old,1
2013,3-Arlington,Female,Other,Birth to Five Years Old,15
2013,3-Arlington,Female,Other,Six to Twelve Years Old,13
2013,3-Arlington,Female,Unknown,Birth to Five Years Old,6
2013,3-Arlington,Female,Unknown,Six to Twelve Years Old,1
2013,3-Arlington,Male,African American,Birth to Five Years Old,65
2013,3-Arlington,Male,African American,Six to Twelve Years Old,36
2013,3-Arlington,Male,African American,Thirteen to Seventeen Years Old,12
2013,3-Arlington,Male,African American,,1
2013,3-Arlington,Male,Anglo,Birth to Five Years Old,128
2013,3-Arlington,Male,Anglo,Six to Twelve Years Old,59
2013,3-Arlington,Male,Anglo,Thirteen to Seventeen Years Old,12
2013,3-Arlington,Male,Asian,Birth to Five Years Old,1
2013,3-Arlington,Male,Asian,Six to Twelve Years Old,1
2013,3-Arlington,Male,Hispanic,Birth to Five Years Old,77
2013,3-Arlington,Male,Hispanic,Six to Twelve Years Old,29
2013,3-Arlington,Male,Hispanic,Thirteen to Seventeen Years Old,9
2013,3-Arlington,Male,Other,Birth to Five Years Old,27
2013,3-Arlington,Male,Other,Six to Twelve Years Old,10
2013,3-Arlington,Male,Other,Thirteen to Seventeen Years Old,3
2013,3-Arlington,Male,Other,,2
2013,3-Arlington,Male,Unknown,Birth to Five Years Old,9
2013,4-Tyler,Female,African American,Birth to Five Years Old,17
2013,4-Tyler,Female,African American,Six to Twelve Years Old,13
2013,4-Tyler,Female,Anglo,Birth to Five Years Old,55
2013,4-Tyler,Female,Anglo,Six to Twelve Years Old,17
2013,4-Tyler,Female,Anglo,Thirteen to Seventeen Years Old,3
2013,4-Tyler,Female,Hispanic,Birth to Five Years Old,14
2013,4-Tyler,Female,Hispanic,Six to Twelve Years Old,7
2013,4-Tyler,Female,Hispanic,Thirteen to Seventeen Years Old,3
2013,4-Tyler,Female,Other,Birth to Five Years Old,9
2013,4-Tyler,Female,Other,Six to Twelve Years Old,4
2013,4-Tyler,Female,Other,Thirteen to Seventeen Years Old,1
2013,4-Tyler,Female,Unknown,Birth to Five Years Old,2
2013,4-Tyler,Female,Unknown,Six to Twelve Years Old,1
2013,4-Tyler,Male,African American,Birth to Five Years Old,21
2013,4-Tyler,Male,African American,Six to Twelve Years Old,16
2013,4-Tyler,Male,African American,Thirteen to Seventeen Years Old,4
2013,4-Tyler,Male,Anglo,Birth to Five Years Old,49
2013,4-Tyler,Male,Anglo,Six to Twelve Years Old,30
2013,4-Tyler,Male,Anglo,Thirteen to Seventeen Years Old,4
2013,4-Tyler,Male,Hispanic,Birth to Five Years Old,15
2013,4-Tyler,Male,Hispanic,Six to Twelve Years Old,8
2013,4-Tyler,Male,Hispanic,Thirteen to Seventeen Years Old,1
2013,4-Tyler,Male,Other,Birth to Five Years Old,8
2013,4-Tyler,Male,Other,Six to Twelve Years Old,2
2013,4-Tyler,Male,Unknown,Birth to Five Years Old,1
2013,5-Beaumont,Female,African American,Birth to Five Years Old,16
2013,5-Beaumont,Female,African American,Six to Twelve Years Old,7
2013,5-Beaumont,Female,African American,Thirteen to Seventeen Years Old,2
2013,5-Beaumont,Female,Anglo,Birth to Five Years Old,30
2013,5-Beaumont,Female,Anglo,Six to Twelve Years Old,18
2013,5-Beaumont,Female,Anglo,Thirteen to Seventeen Years Old,7
2013,5-Beaumont,Female,Hispanic,Birth to Five Years Old,6
2013,5-Beaumont,Female,Hispanic,Six to Twelve Years Old,3
2013,5-Beaumont,Female,Native American,Six to Twelve Years Old,1
2013,5-Beaumont,Female,Other,Birth to Five Years Old,6
2013,5-Beaumont,Female,Other,Six to Twelve Years Old,1
2013,5-Beaumont,Female,Other,Thirteen to Seventeen Years Old,1
2013,5-Beaumont,Female,Unknown,Six to Twelve Years Old,1
2013,5-Beaumont,Male,African American,Birth to Five Years Old,22
2013,5-Beaumont,Male,African American,Six to Twelve Years Old,9
2013,5-Beaumont,Male,African American,Thirteen to Seventeen Years Old,3
2013,5-Beaumont,Male,Anglo,Birth to Five Years Old,25
2013,5-Beaumont,Male,Anglo,Six to Twelve Years Old,13
2013,5-Beaumont,Male,Anglo,Thirteen to Seventeen Years Old,1
2013,5-Beaumont,Male,Hispanic,Birth to Five Years Old,6
2013,5-Beaumont,Male,Hispanic,Six to Twelve Years Old,6
2013,5-Beaumont,Male,Hispanic,Thirteen to Seventeen Years Old,1
2013,5-Beaumont,Male,Other,Birth to Five Years Old,8
2013,5-Beaumont,Male,Other,Six to Twelve Years Old,1
2013,5-Beaumont,Male,Other,Thirteen to Seventeen Years Old,1
2013,5-Beaumont,Male,Unknown,Birth to Five Years Old,1
2013,6-Houston,Female,African American,Birth to Five Years Old,156
2013,6-Houston,Female,African American,Six to Twelve Years Old,93
2013,6-Houston,Female,African American,Thirteen to Seventeen Years Old,27
2013,6-Houston,Female,Anglo,Birth to Five Years Old,62
2013,6-Houston,Female,Anglo,Six to Twelve Years Old,34
2013,6-Houston,Female,Anglo,Thirteen to Seventeen Years Old,12
2013,6-Houston,Female,Asian,Birth to Five Years Old,1
2013,6-Houston,Female,Asian,Six to Twelve Years Old,5
2013,6-Houston,Female,Asian,Thirteen to Seventeen Years Old,1
2013,6-Houston,Female,Hispanic,Birth to Five Years Old,85
2013,6-Houston,Female,Hispanic,Six to Twelve Years Old,65
2013,6-Houston,Female,Hispanic,Thirteen to Seventeen Years Old,13
2013,6-Houston,Female,Native American,Six to Twelve Years Old,2
2013,6-Houston,Female,Other,Birth to Five Years Old,10
2013,6-Houston,Female,Other,Six to Twelve Years Old,11
2013,6-Houston,Female,Other,Thirteen to Seventeen Years Old,1
2013,6-Houston,Female,Unknown,Birth to Five Years Old,1
2013,6-Houston,Male,African American,Birth to Five Years Old,183
2013,6-Houston,Male,African American,Six to Twelve Years Old,111
2013,6-Houston,Male,African American,Thirteen to Seventeen Years Old,31
2013,6-Houston,Male,Anglo,Birth to Five Years Old,74
2013,6-Houston,Male,Anglo,Six to Twelve Years Old,37
2013,6-Houston,Male,Anglo,Thirteen to Seventeen Years Old,13
2013,6-Houston,Male,Asian,Birth to Five Years Old,2
2013,6-Houston,Male,Asian,Six to Twelve Years Old,1
2013,6-Houston,Male,Asian,Thirteen to Seventeen Years Old,2
2013,6-Houston,Male,Hispanic,Birth to Five Years Old,105
2013,6-Houston,Male,Hispanic,Six to Twelve Years Old,49
2013,6-Houston,Male,Hispanic,Thirteen to Seventeen Years Old,13
2013,6-Houston,Male,Native American,Six to Twelve Years Old,1
2013,6-Houston,Male,Other,Birth to Five Years Old,21
2013,6-Houston,Male,Other,Six to Twelve Years Old,8
2013,6-Houston,Male,Other,Thirteen to Seventeen Years Old,4
2013,6-Houston,Male,Unknown,Birth to Five Years Old,6
2013,7-Austin,Female,African American,Birth to Five Years Old,44
2013,7-Austin,Female,African American,Six to Twelve Years Old,17
2013,7-Austin,Female,African American,Thirteen to Seventeen Years Old,3
2013,7-Austin,Female,African American,,1
2013,7-Austin,Female,Anglo,Birth to Five Years Old,60
2013,7-Austin,Female,Anglo,Six to Twelve Years Old,37
2013,7-Austin,Female,Anglo,Thirteen to Seventeen Years Old,10
2013,7-Austin,Female,Asian,Birth to Five Years Old,1
2013,7-Austin,Female,Hispanic,Birth to Five Years Old,76
2013,7-Austin,Female,Hispanic,Six to Twelve Years Old,37
2013,7-Austin,Female,Hispanic,Thirteen to Seventeen Years Old,19
2013,7-Austin,Female,Other,Birth to Five Years Old,8
2013,7-Austin,Female,Other,Six to Twelve Years Old,7
2013,7-Austin,Female,Other,Thirteen to Seventeen Years Old,3
2013,7-Austin,Female,Unknown,Birth to Five Years Old,2
2013,7-Austin,Male,African American,Birth to Five Years Old,50
2013,7-Austin,Male,African American,Six to Twelve Years Old,20
2013,7-Austin,Male,African American,Thirteen to Seventeen Years Old,7
2013,7-Austin,Male,Anglo,Birth to Five Years Old,59
2013,7-Austin,Male,Anglo,Six to Twelve Years Old,37
2013,7-Austin,Male,Anglo,Thirteen to Seventeen Years Old,11
2013,7-Austin,Male,Hispanic,Birth to Five Years Old,74
2013,7-Austin,Male,Hispanic,Six to Twelve Years Old,37
2013,7-Austin,Male,Hispanic,Thirteen to Seventeen Years Old,19
2013,7-Austin,Male,Other,Birth to Five Years Old,14
2013,7-Austin,Male,Other,Six to Twelve Years Old,8
2013,7-Austin,Male,Other,Thirteen to Seventeen Years Old,2
2013,7-Austin,Male,Unknown,Birth to Five Years Old,3
2013,7-Austin,Male,Unknown,Six to Twelve Years Old,2
2013,8-San Antonio,Female,African American,Birth to Five Years Old,18
2013,8-San Antonio,Female,African American,Six to Twelve Years Old,19
2013,8-San Antonio,Female,African American,Thirteen to Seventeen Years Old,2
2013,8-San Antonio,Female,Anglo,Birth to Five Years Old,40
2013,8-San Antonio,Female,Anglo,Six to Twelve Years Old,27
2013,8-San Antonio,Female,Anglo,Thirteen to Seventeen Years Old,8
2013,8-San Antonio,Female,Hispanic,Birth to Five Years Old,281
2013,8-San Antonio,Female,Hispanic,Six to Twelve Years Old,182
2013,8-San Antonio,Female,Hispanic,Thirteen to Seventeen Years Old,42
2013,8-San Antonio,Female,Native American,Thirteen to Seventeen Years Old,1
2013,8-San Antonio,Female,Other,Birth to Five Years Old,6
2013,8-San Antonio,Female,Other,Six to Twelve Years Old,1
2013,8-San Antonio,Female,Other,Thirteen to Seventeen Years Old,2
2013,8-San Antonio,Female,Unknown,Six to Twelve Years Old,1
2013,8-San Antonio,Male,African American,Birth to Five Years Old,28
2013,8-San Antonio,Male,African American,Six to Twelve Years Old,17
2013,8-San Antonio,Male,African American,Thirteen to Seventeen Years Old,5
2013,8-San Antonio,Male,Anglo,Birth to Five Years Old,56
2013,8-San Antonio,Male,Anglo,Six to Twelve Years Old,23
2013,8-San Antonio,Male,Anglo,Thirteen to Seventeen Years Old,7
2013,8-San Antonio,Male,Hispanic,Birth to Five Years Old,298
2013,8-San Antonio,Male,Hispanic,Six to Twelve Years Old,172
2013,8-San Antonio,Male,Hispanic,Thirteen to Seventeen Years Old,46
2013,8-San Antonio,Male,Hispanic,,1
2013,8-San Antonio,Male,Other,Birth to Five Years Old,5
2013,8-San Antonio,Male,Other,Six to Twelve Years Old,4
2013,8-San Antonio,Male,Other,Thirteen to Seventeen Years Old,1
2013,8-San Antonio,Male,Unknown,Birth to Five Years Old,9
2013,9-Midland,Female,African American,Birth to Five Years Old,4
2013,9-Midland,Female,African American,Six to Twelve Years Old,4
2013,9-Midland,Female,Anglo,Birth to Five Years Old,18
2013,9-Midland,Female,Anglo,Six to Twelve Years Old,7
2013,9-Midland,Female,Anglo,Thirteen to Seventeen Years Old,6
2013,9-Midland,Female,Hispanic,Birth to Five Years Old,22
2013,9-Midland,Female,Hispanic,Six to Twelve Years Old,12
2013,9-Midland,Female,Hispanic,Thirteen to Seventeen Years Old,4
2013,9-Midland,Female,Other,Birth to Five Years Old,1
2013,9-Midland,Female,Unknown,Birth to Five Years Old,3
2013,9-Midland,Male,African American,Six to Twelve Years Old,4
2013,9-Midland,Male,African American,Thirteen to Seventeen Years Old,3
2013,9-Midland,Male,Anglo,Birth to Five Years Old,19
2013,9-Midland,Male,Anglo,Six to Twelve Years Old,9
2013,9-Midland,Male,Anglo,Thirteen to Seventeen Years Old,4
2013,9-Midland,Male,Asian,Birth to Five Years Old,1
2013,9-Midland,Male,Hispanic,Birth to Five Years Old,32
2013,9-Midland,Male,Hispanic,Six to Twelve Years Old,13
2013,9-Midland,Male,Hispanic,Thirteen to Seventeen Years Old,2
2013,9-Midland,Male,Other,Birth to Five Years Old,2
2013,9-Midland,Male,Other,Six to Twelve Years Old,2
2013,9-Midland,Male,Unknown,Birth to Five Years Old,1
2013,10-El Paso,Female,African American,Birth to Five Years Old,3
2013,10-El Paso,Female,African American,Six to Twelve Years Old,1
2013,10-El Paso,Female,Anglo,Birth to Five Years Old,3
2013,10-El Paso,Female,Anglo,Six to Twelve Years Old,1
2013,10-El Paso,Female,Anglo,Thirteen to Seventeen Years Old,1
2013,10-El Paso,Female,Asian,Six to Twelve Years Old,1
2013,10-El Paso,Female,Hispanic,Birth to Five Years Old,17
2013,10-El Paso,Female,Hispanic,Six to Twelve Years Old,11
2013,10-El Paso,Female,Hispanic,Thirteen to Seventeen Years Old,3
2013,10-El Paso,Female,Unknown,Birth to Five Years Old,1
2013,10-El Paso,Male,Anglo,Birth to Five Years Old,4
2013,10-El Paso,Male,Anglo,Six to Twelve Years Old,2
2013,10-El Paso,Male,Hispanic,Birth to Five Years Old,28
2013,10-El Paso,Male,Hispanic,Six to Twelve Years Old,9
2013,10-El Paso,Male,Hispanic,Thirteen to Seventeen Years Old,1
2013,11-Edinburg,Female,African American,,1
2013,11-Edinburg,Female,Anglo,Birth to Five Years Old,4
2013,11-Edinburg,Female,Anglo,Six to Twelve Years Old,1
2013,11-Edinburg,Female,Anglo,Thirteen to Seventeen Years Old,1
2013,11-Edinburg,Female,Hispanic,Birth to Five Years Old,29
2013,11-Edinburg,Female,Hispanic,Six to Twelve Years Old,24
2013,11-Edinburg,Female,Hispanic,Thirteen to Seventeen Years Old,12
2013,11-Edinburg,Male,African American,Birth to Five Years Old,3
2013,11-Edinburg,Male,Anglo,Birth to Five Years Old,4
2013,11-Edinburg,Male,Anglo,Six to Twelve Years Old,3
2013,11-Edinburg,Male,Anglo,Thirteen to Seventeen Years Old,3
2013,11-Edinburg,Male,Hispanic,Birth to Five Years Old,41
2013,11-Edinburg,Male,Hispanic,Six to Twelve Years Old,27
2013,11-Edinburg,Male,Hispanic,Thirteen to Seventeen Years Old,15
2013,11-Edinburg,Male,Hispanic,,1
2013,11-Edinburg,Male,Other,Birth to Five Years Old,1
2013,11-Edinburg,Male,Unknown,Birth to Five Years Old,1
2013,Out of State,Male,Hispanic,Birth to Five Years Old,1
2012,1-Lubbock,Female,African American,Birth to Five Years Old,13
2012,1-Lubbock,Female,African American,Six to Twelve Years Old,7
2012,1-Lubbock,Female,African American,Thirteen to Seventeen Years Old,1
2012,1-Lubbock,Female,Anglo,Birth to Five Years Old,26
2012,1-Lubbock,Female,Anglo,Six to Twelve Years Old,23
2012,1-Lubbock,Female,Anglo,Thirteen to Seventeen Years Old,9
2012,1-Lubbock,Female,Hispanic,Birth to Five Years Old,42
2012,1-Lubbock,Female,Hispanic,Six to Twelve Years Old,25
2012,1-Lubbock,Female,Hispanic,Thirteen to Seventeen Years Old,2
2012,1-Lubbock,Female,Other,Birth to Five Years Old,6
2012,1-Lubbock,Female,Other,Six to Twelve Years Old,4
2012,1-Lubbock,Female,Other,Thirteen to Seventeen Years Old,1
2012,1-Lubbock,Male,African American,Birth to Five Years Old,14
2012,1-Lubbock,Male,African American,Six to Twelve Years Old,8
2012,1-Lubbock,Male,African American,Thirteen to Seventeen Years Old,3
2012,1-Lubbock,Male,Anglo,Birth to Five Years Old,32
2012,1-Lubbock,Male,Anglo,Six to Twelve Years Old,18
2012,1-Lubbock,Male,Anglo,Thirteen to Seventeen Years Old,6
2012,1-Lubbock,Male,Hispanic,Birth to Five Years Old,40
